2008,2,26,100000.0
2008,2,27,100867.0
2008,2,28,101430.0
2008,2,29,100725.0
2008,3,3,99260.0
2008,3,4,98061.0
2008,3,5,98168.0
2008,3,6,98168.0
2008,3,7,98168.0
2008,3,10,98168.0
2008,3,11,98168.0
2008,3,12,98168.0
2008,3,13,98168.0
2008,3,14,98168.0
2008,3,17,98168.0
2008,3,18,98168.0
2008,3,19,98168.0
2008,3,20,98168.0
2008,3,24,98168.0
2008,3,25,98168.0
2008,3,26,98168.0
2008,3,27,98168.0
2008,3,28,98168.0
2008,3,31,98168.0
2008,4,1,98168.0
2008,4,2,98261.0
2008,4,3,98302.0
2008,4,4,98293.0
2008,4,7,98305.0
2008,4,8,98319.0
2008,4,9,98361.0
2008,4,10,98381.0
2008,4,11,98306.0
2008,4,14,98243.0
2008,4,15,98243.0
2008,4,16,98243.0
2008,4,17,98243.0
2008,4,18,98243.0
2008,4,21,98541.0
2008,4,22,96736.0
2008,4,23,97541.0
2008,4,24,96995.0
2008,4,25,97381.0
2008,4,28,97562.0
2008,4,29,97464.0
2008,4,30,97390.0
2008,5,1,97709.0
2008,5,2,97768.0
2008,5,5,97961.0
2008,5,6,98657.0
2008,5,7,97907.0
2008,5,8,98294.0
2008,5,9,97684.0
2008,5,12,97991.0
2008,5,13,98063.0
2008,5,14,98063.0
2008,5,15,98063.0
2008,5,16,98281.0
2008,5,19,97992.0
2008,5,20,97908.0
2008,5,21,97382.0
2008,5,22,97596.0
2008,5,23,97236.0
2008,5,27,97404.0
2008,5,28,97404.0
2008,5,29,97404.0
2008,5,30,97404.0
2008,6,2,97404.0
2008,6,3,97404.0
2008,6,4,97404.0
2008,6,5,97404.0
2008,6,6,97404.0
2008,6,9,97404.0
2008,6,10,97404.0
2008,6,11,97404.0
2008,6,12,97404.0
2008,6,13,97404.0
2008,6,16,97404.0
2008,6,17,97404.0
2008,6,18,97404.0
2008,6,19,97404.0
2008,6,20,97404.0
2008,6,23,97404.0
2008,6,24,97404.0
2008,6,25,97404.0
2008,6,26,97404.0
2008,6,27,97404.0
2008,6,30,97404.0
2008,7,1,97404.0
2008,7,2,97404.0
2008,7,3,97404.0
2008,7,7,97404.0
2008,7,8,97404.0
2008,7,9,97404.0
2008,7,10,97404.0
2008,7,11,97404.0
2008,7,14,97404.0
2008,7,15,97404.0
2008,7,16,97404.0
2008,7,17,97404.0
2008,7,18,97404.0
2008,7,21,97404.0
